formula,image
"\int A _ { ( 3 ) } \wedge X _ { 8 } \ , \qquad \mathrm { w i t h } \quad X _ { 8 } = { \frac { 1 } { 2 4 } } \left( p _ { 2 } - { \frac { 1 } { 4 } } p _ { 1 } \wedge p _ { 1 } \right) \ .",200f79bf14.png
F _ { i j } = \partial _ { i } A _ { j } - \partial _ { j } A _ { i } - i A _ { i } \star A _ { j } + i A _ { j } \star A _ { i },ef10941593.png
"\mu _ { + } ^ { - 1 } \mu _ { - } = \nu _ { - } \eta \nu _ { + } ^ { - 1 } ,",4ba7bc9664.png
"f ( \rho ) = \frac { C } { \rho } , \qquad a ( \rho ) = \frac { D } { \rho ^ { \beta } }",5dcd648dea.png
\rho = \frac { 1 } { 2 } \left( \frac { x _ { i } ^ { 2 } } { m } + k q _ { i } ^ { 2 } \right),29a11d16e3.png
{ \cal Q } _ { k } = \oint _ { \partial \Sigma } d \Sigma _ { \mu \nu } \gamma ^ { \mu \nu \lambda } \hat { \nabla } _ { \lambda } \epsilon _ { k } = 0 \ .,104c5cec5a.png
"q _ { - } ^ { \prime } - \frac { 1 } { \Delta _ { \perp } } \ast \rho _ { 2 } \ ,",66843f7a8a.png
{ \bf J } = { \frac { 1 } { 2 } } \left( \begin{array} { c c } { p ^ { \dagger } } & { q ^ { \dagger } } \\ \end{array} \right) { \bf \sigma } \left( \begin{array} { c } { p } \\ { q } \\ \end{array} \right) + { \frac { 1 } { 2 } } \left( \begin{array} { c c } { r ^ { \dagger } } & { s ^ { \dagger } } \\ \end{array} \right) { \bf \sigma } \left( \begin{array} { c } { r } \\ { s } \\ \end{array} \right),2a2d9f39aa.png
m _ { l } / M = \mathrm { L o g } \left( \frac { F _ { l } } { F _ { 0 } } \right) .,25a3d6b46b.png
"\begin{array} { c } { s c = c \partial c \; , } \\ { s b = - ( \partial b ) c - 2 b \partial c \; . } \\ \end{array}",60e35372bc.png
E _ { \mathrm { i n } } = - \frac { 1 } { 2 \pi a },20470c3d5f.png
\begin{array} { l l } { z ^ { \prime } = z + \varepsilon \zeta \theta ; } & { \theta ^ { \prime } = \theta + \varepsilon \zeta } \\ { \bar { z } ^ { \prime } = \bar { z } - \bar { \varepsilon } \bar { \zeta } \bar { \theta } ; } & { \bar { \theta } ^ { \prime } = \bar { \theta } + \bar { \varepsilon } \bar { \zeta } . } \\ \end{array},19ac621c4b.png
- \frac { 1 } { 2 } { \bf \nabla } _ { \rho } ^ { 2 } \psi ( \rho ) = E \psi ( \rho ) .,61767f5294.png
"E ( l , k ) = \delta _ { l , 2 } \delta _ { k , 1 } + \frac { 2 } { l + k } \sum _ { 2 d | l \pm k } \mu ( d ) { \binom { \frac { l + k } { 2 d } } { \frac { l - k } { 2 d } } } \, ,",144b2d2e28.png
"\sum _ { r = 1 } ^ { 3 } \alpha _ { r } A ^ { ( r ) } C ^ { - 1 } A ^ { ( r ) \mathrm { T } } = \frac { \alpha } { 2 } B B ^ { \mathrm { T } } ,",563c9431a8.png
w ( m ) = w _ { 0 } ( m \sqrt { \alpha \prime } ) ^ { - a } e ^ { b m \sqrt { \alpha \prime } },17ca3dffd5.png
"{ \frac { \partial } { \partial \alpha _ { s } } } q _ { r } ( \alpha , p ) = H _ { r s } q _ { s } \ ,",1bfa30705e.png
{ \delta } \ddot { \phi } + 2 4 H _ { 0 } { \delta } \dot { \phi } - 2 k R { \delta } { \phi } - 2 k { \delta } R { \phi } = 0,6fc60ca609.png
Z _ { 3 } = \prod _ { i = 1 } ^ { 3 } e ^ { \frac { i \pi } { 4 } \mathrm { s i g n } ( p _ { i } q _ { i } ) } \operatorname { e x p } \left( \frac { i \pi } { 2 K } \frac { r _ { i } } { p _ { i } } \right),770dc28f78.png
\tilde { r } ^ { 2 } = \frac { 1 } { \sqrt { p } } \hat { r } ^ { 2 } \Bigl ( \sqrt { p } \tilde { \psi } ( p ) \Bigr ) = - \frac { d ^ { 2 } \tilde { \psi ( p ) } } { d p ^ { 2 } } = - \tilde { \Delta } \tilde { \psi } ( p ) .,3ca0c7ac03.png
\left\{ \begin{array} { l l } { \delta ^ { ( 2 ) } x _ { \mu } ^ { i } } & { = 0 } \\ { \delta ^ { ( 2 ) } \xi ^ { i } } & { = \epsilon _ { 2 } } \\ \end{array} \right. .,423d773dcb.png
\kappa = \left( \begin{array} { l } { \kappa ^ { \alpha } } \\ { 0 } \\ \end{array} \right) \qquad \kappa ^ { \alpha ^ { \prime } } = 0,519fd1e2fb.png
"G ( x , x _ { n } ) = ( - 1 ) ^ { z ( x , x _ { n } ) } \frac { \sqrt { x _ { n } ^ { \prime } } } { x - x _ { n } } \left( \sum _ { m } \frac { x _ { m } ^ { \prime } } { ( x - x _ { m } ) ^ { 2 } } \right) ^ { - 1 / 2 }",59e39d419e.png
F _ { \mu \nu } = \partial _ { \mu } A _ { \nu } - \partial _ { \nu } A _ { \mu } .,ea5d248db1.png
\frac { 1 } { \lambda _ { c r } } \equiv \frac { 1 - D } { ( 4 \pi ) ^ { \frac { D } { 2 } } } \Gamma ( 1 - \frac { D } { 2 } ) \mathrm { t r } \mathrm { \boldmath ~ 1 ~ },6f1ab166cc.png
\Omega ^ { ( 4 ) } = \pi ^ { 2 } - 1 2 \int _ { 0 } ^ { ( \pi - \psi ) / 2 } \mathrm { d } \gamma \; \operatorname { a r c c o s } \left( \frac { \operatorname { c o s } \gamma } { \sqrt { 4 \operatorname { c o s } ^ { 2 } \gamma - 1 } } \right) .,5bff0a38a1.png
"S _ { B I } = - T _ { 2 } ( G _ { s } ) \int d ^ { 3 } \sigma \sqrt { - d e t \{ G _ { A B } + \lambda [ \hat { F } _ { A B } + \Phi _ { A B } ] \} } \ ,",2fc1e7fcc2.png
\int d ^ { 3 } x \langle \Omega ( \vec { x } ) \Omega ( 0 ) \rangle,36db4ef842.png
\epsilon _ { i j } \partial _ { j } \operatorname { l n } | \sigma ^ { \prime } - \sigma | = \partial _ { i } \gamma .,7a1dfbd2c6.png
"\theta ^ { \mu \nu } = 1 _ { m n } \otimes \left( \begin{array} { c c c } { 0 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { \theta 1 _ { N \times N } } \\ { 0 } & { - \theta 1 _ { N \times N } } & { 0 } \\ \end{array} \right) \ ,",6a6c66fa35.png
c = \frac { 3 v _ { s o u n d } } { \pi T L } \frac { \partial S } { \partial T } = \frac { 3 j _ { e f f } } { j _ { e f f } + 1 } \; ; \; \; \; \; j _ { e f f } = \frac { N - 1 } { 4 },49f7ef5e7f.png
"\widetilde { Z } ( R ( S ) , \langle \cdot \, , \cdot \rangle _ { H } , \langle \cdot \, , \cdot \rangle ) = \widetilde { Z } ( R ( S ) , \langle \cdot \, , \cdot \rangle ) { \cdot } \Psi ( R ( S ) , \langle \cdot \, , \cdot \rangle _ { H } , \langle \cdot \, , \cdot \rangle )",7f6c3f733a.png
\Psi _ { m n p q } = - \bar { \epsilon } \gamma _ { m n p q } \epsilon,72cd73e3fc.png
"\{ \; \stackrel { 1 } { U } ( x , \lambda ) \; , \; \stackrel { 2 } { U } ( y , \mu ) \; \} = \, { [ } \; r ( \lambda , \mu ) \; , \; \stackrel { 1 } { U } ( x , \lambda ) \; + \stackrel { 2 } { U } ( x , \mu ) \; { ] } \; \delta ( x - y )",476dc540c6.png
"d s ^ { 2 } = a ( \Sigma ) \left( - d \Sigma ^ { 2 } + d \chi ^ { 2 } + \operatorname { s i n h } ^ { 2 } \chi d \varphi ^ { 2 } \right) ,",5ef3c5aeb5.png
"\Phi _ { 0 } ( x ^ { \mu } , y + 2 \pi R ) = + \Phi _ { 0 } ( x ^ { \mu } , y ) , \quad \Phi _ { 1 } ( x ^ { \mu } , y + 2 \pi R ) = - \Phi _ { 1 } ( x ^ { \mu } , y ) .",b983081c20.png
"\left\langle \int _ { \Sigma _ { p } } B \int _ { \Sigma _ { n - p - 1 } ^ { \prime } } C \right\rangle _ { \left( \mathcal { S } _ { t o p } + \mathcal { S } _ { i n t } \right) } = L i n k ( \Sigma , \Sigma ^ { \prime } ) \; ,",315cf51485.png
"R ^ { a } = \sum _ { i , j } \psi _ { i } ^ { \dagger } T _ { i j } ^ { a } \psi _ { j }",7143f48d58.png
\Delta M < { \frac { N ^ { 2 } } { 8 \pi ^ { 2 } M _ { e x t r } ^ { 3 } } } \ .,e24c3f4e6f.png
C _ { \alpha } = \left( - i \Theta ^ { - 1 } \right) _ { \alpha \beta } u ^ { \beta } + i A _ { \alpha } .,291079c9a1.png
A _ { \mu } = - { \frac { i } { 2 } } ( z ^ { \dagger } \partial _ { \mu } z - \partial _ { \mu } z ^ { \dagger } z ),510b399a88.png
f \equiv { \widehat \Lambda } - { \widetilde \Lambda } \operatorname { e x p } [ - 2 A ( y _ { 0 } ) ],4a4504763a.png
"\{ L _ { 1 } ( x ) , L _ { 2 } ( y ) \} = \frac { \gamma } { 2 } [ C , L _ { 1 } ( x ) - L _ { 2 } ( y ) ] \delta ( x - y ) + \gamma C \delta ^ { \prime } ( x - y )",1ce7228d64.png
"\frac { B _ { n } } { ( 4 \pi ) ^ { d / 2 } } = \operatorname* { l i m } _ { s \to d / 2 - n } \left( s + n - d / 2 \right) \zeta ( s ) \Gamma ( s ) , \quad n = 0 , \, 1 / 2 , \, 1 , \, \ldots \, { . }",3ed1811a11.png
"\Phi = \frac { \gamma \hat { \theta } } { N _ { c } } \ ,",5526cb33ba.png
"r = r ( v ) = 2 e ^ { - \overline { { \phi } } _ { I I I } ( v ) } - 1 , \; \; \; s = s ( u ) = 2 e ^ { - \overline { { \phi } } _ { I I } ( u ) } - 1 , \; \;",4c771e5d8d.png
"\left( \begin{array} { c } { h _ { + } } \\ { h _ { - } } \\ { h _ { 3 } } \\ { 1 } \\ \end{array} \right) = \left( \begin{array} { c c l c } { N ^ { - 1 / 2 } } & { } & { } & { } \\ \end{array} \right) \left( \begin{array} { c } { N \Sigma _ { + } ^ { ( N ) } } \\ { N \Sigma _ { - } ^ { ( N ) } } \\ { N \Sigma _ { 3 } ^ { ( N ) } / 2 } \\ { { \bf 1 } ^ { ( N ) } } \\ \end{array} \right) ,",5e00455730.png
"g _ { \mu \nu } \, = \, { \frac { 1 } { ( x ^ { 0 } ) ^ { 2 } } } \delta _ { \mu \nu } \, \, , \, \, \sqrt { g } \, = \, { \frac { 1 } { ( x ^ { 0 } ) ^ { n + 1 } } } \, \, , \, \, g ^ { \mu \nu } \, = \, ( x ^ { 0 } ) ^ { 2 } \delta ^ { \mu \nu } \, \, .",4283836403.png
E _ { + } = \mathcal { E } - \mathcal { E } _ { 0 } = \frac { ( n - 2 ) } { 8 \pi G _ { n } } \int _ { S _ { \tau } } \sqrt { \sigma _ { n } ^ { 2 } - \frac { \Delta h } { Z ^ { 2 } } } - \sigma _ { n },722bb569c5.png
"\sum _ { \mu = 1 } ^ { m } F _ { \mu } ( v _ { 1 } , \cdots , v _ { m - 1 } ) = 0 .",595590b7e8.png
"{ \frac { 1 } { 6 } } u ( x ) = 2 { \frac { \partial K ( x , x ) } { \partial x } }",1a7e8d1333.png
\frac { \delta S } { \delta \Psi } \frac { \delta S } { \delta \Psi } - \frac { \delta ^ { 2 } S } { \delta \Psi ^ { 2 } } = 0 .,5cb004690c.png
"\lambda _ { i } ^ { \omega } : = \sum _ { k = 1 } ^ { \ell _ { i } } \hat { \lambda } _ { \omega ^ { k } ( i ) } \; , \quad i \in \hat { \Delta } ^ { \omega } \; .",4f72f03a17.png
"\left( X \cdot \partial + 1 \right) A _ { M } = 0 , \quad X \cdot A = 0 .",4fc0d0ec27.png
"\frac { 1 } { p _ { s } ^ { 2 } } ~ { \cal I } _ { \mu _ { 1 } \cdots \mu _ { s } , \alpha _ { 1 } \cdots \alpha _ { s } } ^ { ( s ) } ( x ) ~ { \cal I } _ { \alpha _ { 1 } \cdots \alpha _ { s } , \nu _ { 1 } \cdots \nu _ { s } } ^ { ( s ) } ( x ) = \Im _ { \mu _ { 1 } \cdots \mu _ { s } , \nu _ { 1 } \cdots \nu _ { s } } ^ { ( s ) } ,",5b96550a78.png
d s ^ { 2 } = \frac { 1 } { H ^ { 2 } \eta ^ { 2 } } \left( d \eta ^ { 2 } - d \mathbf { x } ^ { 2 } \right) .,e9dc7d41ca.png
"\frac { 1 } { 4 \pi } \int d ^ { 2 } \xi \, \sqrt { - g } \, R ^ { ( 2 ) } \ ,",49f67696d5.png
"\{ \phi _ { A } ^ { \mu } ( \sigma ) , \phi _ { B } ^ { \nu } ( \sigma ^ { \prime } ) \} = - \pi \eta ^ { \mu \nu } \delta ^ { \prime } ( \sigma - \sigma ^ { \prime } ) \delta _ { A B } ,",1217bd8f1d.png
"D _ { \mu } ^ { \mathrm { b g } } A ^ { \mu } = \partial _ { t } A - i [ B ^ { i } , X ^ { i } ] = 0 .",6cbd0c7fe8.png
"j _ { \mu } ( { \bf r } , t ) = \sum _ { a } \Bigl [ \frac { e _ { a } } { 4 \pi } \Delta \Bigl ( \frac { 1 } { \vert { \bf r } - { \bf r } _ { a } \vert } \Bigr ) \Bigr ] u _ { \mu a } ,",38b2ecc51b.png
L ( \gamma _ { 1 } ) W ( \gamma ) = \int _ { 0 } ^ { 1 } d t W ( \gamma _ { 0 t } \circ \gamma _ { 1 } \circ \gamma _ { t 0 } ) \delta ( \gamma ( t ) - \gamma _ { 1 } ( 0 ) ) \dot { \gamma } _ { \mu } ( t ) \dot { \gamma } _ { 1 \mu } ( 0 ) d t,479451ab62.png
"\psi = S \left( \lambda _ { 1 } \, G _ { 1 } ^ { + } + \lambda _ { 2 } \, G _ { 2 } ^ { + } \right) + \sigma _ { 1 } \, S _ { 1 }",11895d7783.png
"f ( n , m ) ~ = ~ ( - 1 ) ^ { n m } ( - 1 ) ^ { n ( n - 1 ) / 2 } \, \left. \frac { \partial ^ { n } } { \partial u ^ { n } } \left[ ( 1 + u ) ^ { d - m } ( 1 - u ) ^ { m } \right] \right| _ { u = 0 } ~ .",6543572ddf.png
P I D _ { R e g } = \{ \eta \mid \hat { \delta } \cdot \eta = \eta \},5c6e3cc01b.png
\Phi _ { m } B _ { m } ^ { \dagger } = B _ { m } ^ { \dagger } \Phi _ { m } = \bar { X } ( B ^ { \dagger } ) .,4367b5a997.png
"\oint _ { 0 } \! \mathrm { d } w \, w ^ { n + \Delta _ { P } + \Delta _ { Q } - 1 } \oint _ { w } \! \mathrm { d } z \, \frac { 1 } { z - w } \, \, z ^ { \epsilon } \, P ( z ) \, Q ( w ) \, w ^ { - \epsilon } \, ,",39bd7f2eb1.png
"Z _ { B } ( \omega ) = e ^ { i S _ { \mathrm { b o u n d a r y } } + i S _ { \mathrm { s o u r c e s } } } \, ,",6b163810f9.png
( k _ { 3 } - k _ { 2 } ) _ { \lambda } T _ { \lambda } ^ { A S P } = \int \frac { d ^ { 4 } k } { ( 2 \pi ) ^ { 4 } },53f10fa028.png
\Theta _ { [ j = 1 ] } = \left( \begin{array} { l l l } { 0 } & { 0 } & { 1 } \\ { 0 } & { - 1 } & { 0 } \\ { 1 } & { 0 } & { 0 } \\ \end{array} \right),5be5b9ea3a.png
"\kappa ( t ) = \sqrt { { \frac { \pi } { 2 } } } \, \left[ \, { \frac { 3 } { 4 } } \, A ^ { 2 } \, + \, \dot { A } ^ { 2 } \, \right] .",27ce115903.png
{ \bf 2 7 } \ \to \ { \bf 1 0 } \ + \ { \bf 1 6 } \ + \ { \bf 1 } \ .,2fd98031ef.png
"( \dot { \rho } ) ^ { 2 } + \operatorname { s i n h } ^ { 2 } \rho - e ^ { 2 } \operatorname { c o s h } ^ { - 2 } \rho = 0 \ ,",73777fd164.png
"- \mathrm { T r } _ { 2 + 1 } \operatorname { l n } ( - { \hat { \partial } } ^ { 2 } - \partial _ { 2 } ^ { 2 } + \kappa ^ { 2 } ) \, + \, \frac { 1 } { 2 } \mathrm { T r } _ { 2 + 1 } \operatorname { l n } ( - { \hat { \partial } } ^ { 2 } - \partial _ { 2 } ^ { 2 } + 4 \kappa ^ { 2 } ) \; ,",620f246ccd.png
Q _ { c } = ( i / 2 ) ( { \eta } ^ { \alpha } { \rho } _ { \alpha } - { \rho } _ { \alpha } { \eta } ^ { \alpha } ) .,6f7b490cd8.png
"h ^ { 0 } = 0 \ , \qquad h ^ { 2 } - h ^ { 1 } = 5 \chi - 7 \tau \ .",7b418b75bb.png
"\sigma ( T _ { c } ) = \operatorname* { l i m } _ { R \to \infty } R ^ { - 1 } V ( R , T _ { c } ) = 0 \, { . }",374b14a9e6.png
A _ { \mu } ( k ) [ a ( k ^ { 2 } ) \eta ^ { \mu \nu } k ^ { 2 } + b ( k ^ { 2 } ) k ^ { \mu } k ^ { \nu } ] A _ { \nu } ( - k ),2c9cd58cd6.png
"\mu _ { R S } \hspace * { 2 m m } ^ { A } = \eta ^ { A } \; \frac { A _ { i j } } { 2 } n _ { R } ^ { i } n _ { S } ^ { j } = \eta ^ { A } \; \frac { 1 } { 2 F ^ { 2 } } \xi _ { [ 0 , i } \xi _ { j ] } n _ { R } ^ { i } n _ { S } ^ { j } ,",1e620b0c7e.png
A = { \frac { 1 } { p ! } } d \xi ^ { i _ { p } } \dots d \xi ^ { i _ { 1 } } A _ { i _ { 1 } \dots i _ { p } },5748851b0c.png
"\alpha ( t ) \equiv 1 + \left( { \frac { \omega } { t } } \right) ^ { 7 - p } \, , \quad \beta ( t ) \equiv 1 - \left( { \frac { \omega } { t } } \right) ^ { 7 - p } \, .",d72f0a6679.png
"n _ { L } = 2 d _ { { \bf r } } K [ { \overline { A } } ] \, , \qquad n _ { R } = 0 \, \hspace { 1 c m } \mathrm { w h e n } \hspace { 0 . 5 c m } F _ { \mu \nu } [ A ] = \tilde { F } _ { \mu \nu } [ A ]",7ab9e7d621.png
A \rightarrow A C \qquad { \mathrm { a n d } } \qquad B \rightarrow B C \qquad { \mathrm { a n d } } \qquad d ^ { \mathrm { a } } \rightarrow D _ { \mathrm { a b } } ( C ^ { \dagger } ) d ^ { \mathrm { b } },eff7d842fa.png
"\frac { B ^ { 3 } } { | B | } \left[ \prod _ { a = 1 } ^ { 2 } \delta \left( \frac { F ^ { a } } { | F | } + \frac { B ^ { a } } { | B | } \right) + \prod _ { a = 1 } ^ { 2 } \delta \left( \frac { F ^ { a } } { | F | } - \frac { B ^ { a } } { | B | } \right) \right] ,",3327ed57d9.png
"W _ { j } = W _ { j } ^ { + } - i W _ { j } ^ { - } , ~ ~ \mathrm { f o r } ~ ~ j = 1 , 2 , 5 .",431447bdac.png
"\partial _ { - } A _ { + } - \partial _ { + } A _ { - } = 2 i \vec { \nabla } \times { \vec { A } } = 2 i B = i \vec { \nabla } ^ { 2 } \operatorname { l n } \rho ,",30dc35d1d6.png
"K _ { i j } ^ { 0 } ( \, p _ { i j 0 } ^ { \prime } , \, p _ { i j 0 } , \, P _ { i j 0 } ) \, = \beta _ { i } \beta _ { j } \, \Lambda _ { i j } ^ { + + } \, \beta _ { i } \beta _ { j } \, K _ { i j } ^ { T } ( \, s _ { i j } , \, s _ { i j } , \, P _ { 0 } - h _ { k } \, ) \, \Lambda _ { i j } ^ { + + }",364cb30e29.png
"\tilde { H } ^ { I } ( r ) = \tilde { h } ^ { I } + { \frac { p ^ { I } } { r } } \, , \qquad H _ { I } ( r ) = h _ { I } + { \frac { q _ { I } } { r } } \, ,",3c74b863a0.png
\Phi ^ { \prime \prime } - \partial _ { \alpha } \partial ^ { \alpha } \Phi + \Phi \biggl [ \frac { 5 } { 2 } { \cal H } ^ { \prime } + \frac { \varphi ^ { \prime \prime \prime } } { \varphi ^ { \prime } } - \frac { 9 } { 4 } { \cal H } ^ { 2 } - { \cal H } \frac { \varphi ^ { \prime \prime } } { \varphi ^ { \prime } } - 2 \biggl ( \frac { \varphi ^ { \prime \prime } } { \varphi ^ { \prime } } \biggr ) ^ { 2 } \biggr ] = 0 .,5c694c0429.png
"\lambda ^ { \prime \prime } = \lambda ^ { \prime } \lambda + \overline { { \zeta } } ^ { \prime } \xi , \hspace { 0 . 3 i n } \xi ^ { \prime \prime } = \xi ^ { \prime } \lambda + D ^ { \prime } \xi .",3ababaa6cf.png
"K ( x _ { i + 1 } , x _ { i } ; \Delta t ) \sim \operatorname { e x p } \left[ i \Delta t \left( \frac { \mathrm { d i s t } ^ { 2 } ( x _ { i + 1 } , x _ { i } ) } { 2 \, ( \Delta t ) ^ { 2 } } - V ( x _ { i } ) \right) \right]",20dd60b1d2.png
S = \left( { \textstyle { \frac { 4 } { 3 } } } \right) ^ { 1 / 4 } S _ { B H } \ .,4f1db6e7af.png
\chi ( \nu ) = ( 1 - \nu ) \operatorname { l o g } ( { 1 - \nu } ) + ( 1 + \nu ) \operatorname { l o g } ( { 1 + \nu } ),acabe87319.png
\widetilde { K } ( t ) = \widetilde { K } ^ { 3 } ( t ) \frac { \sigma ^ { 3 } } { 2 },7509f075f4.png
( \Pi _ { V _ { 1 } } \otimes \Pi _ { V _ { 2 } } ) ( g ) \ C _ { 3 } ^ { 1 2 } = C _ { 3 } ^ { 1 2 } \Pi _ { V _ { 3 } } ( g ),3247753099.png
\frac { 1 } { \epsilon } \approx \operatorname { l n } ( \frac { 1 } { H _ { 5 } \delta } ) .,365c1f2ea1.png
"W _ { \stackrel { i n } { o u t } } = s - \operatorname* { l i m } _ { t \rightarrow \pm \infty } U ( t , 0 ) ^ { \dagger } e ^ { - i H _ { 0 } t }",735c27ea30.png
"E _ { 1 } - E _ { 2 } = \sqrt { p ^ { 2 } + m _ { 1 } ^ { 2 } } - \sqrt { p ^ { 2 } + m _ { 2 } ^ { 2 } } \approx \frac { m _ { 1 } ^ { 2 } - m _ { 2 } ^ { 2 } } { 2 p } \quad ,",69d985769c.png
Z _ { c y l } ^ { k / 4 } = \sum _ { j = 0 } ^ { k / 2 } \ \chi _ { j } ( \frac { i t } { 2 } ) .,39cf19e6da.png
S _ { J } = - { \frac { 1 } { \sqrt 2 } } \int d x ^ { 0 } d \theta \left( \Pi ^ { [ i j ] } J _ { [ i j ] } ^ { k } ( \Phi ^ { \prime } ) P _ { k } ^ { \prime } \right) | _ { \overline { { \theta } } = 0 } - \mathrm { h . c . },33896ff615.png
"t = \frac { 1 } { 2 } \operatorname { l o g } \frac { m ^ { 2 } - ( \xi - 1 / 6 ) R + \lambda \Phi ^ { 2 } / 2 } { \mu ^ { 2 } } ,",2e19520cb8.png
"\xi _ { a b } \longrightarrow \Xi _ { a b } = d Y _ { a l } \, { \wedge } { d Y ^ { l } \, _ { b } } .",312115ab85.png
"\Xi _ { [ 1 / 2 ] } = \left( \begin{array} { l l } { e ^ { i \phi } } & { 0 } \\ { 0 } & { e ^ { - i \phi } } \\ \end{array} \right) , \quad \Xi _ { [ 1 ] } = \left( \begin{array} { l l l } { e ^ { i 2 \phi } } & { 0 } & { 0 } \\ { 0 } & { 1 } & { 0 } \\ { 0 } & { 0 } & { e ^ { - i 2 \phi } } \\ \end{array} \right) \quad ,",7a4be14d00.png
"\frac { \delta ^ { 2 } \Gamma _ { \Lambda } } { \delta \phi \delta \phi } ( p , p ^ { \prime } ) = \gamma ( p , \Lambda ) ( 2 \pi ) ^ { D } \delta ( p + p ^ { \prime } ) + \hat { \Gamma } [ \phi ] ( p , p ^ { \prime } , \Lambda )",6f938716f0.png
\gamma _ { { D } } = \left( 3 - D \right) \frac { \pi } { 4 } \; .,4626a83fec.png
"= \, \frac { 3 \sqrt { \pi } } { 8 } \, ( \frac { \lambda _ { m } } { \kappa } ) ^ { 2 } \, \mathrm { s e c h } [ \frac { \pi } { 2 } \sqrt { ( \frac { \lambda _ { m } } { \kappa } ) ^ { 2 } - 1 } ]",3f2e1a4a34.png
"\int _ { \Lambda } \left[ \prod _ { i = 1 } ^ { n _ { a } } d ^ { 2 } x _ { i } ^ { ( a ) } d ^ { 2 } y _ { i } ^ { ( a ) } \prod _ { j = 1 } ^ { n _ { b } } d ^ { 2 } x _ { j } ^ { ( b ) } d ^ { 2 } y _ { j } ^ { ( b ) } \right] \Big | B ( a , b ) \Big | ^ { \frac { g } { \pi + g N } q ( N - 1 ) } \;",1167785aed.png
"[ a _ { m } ^ { I } , a _ { n } ^ { J \dagger } ] = \delta _ { m n } \delta ^ { I J } .",15f86a38e4.png
\partial _ { \theta } \beta - \mu \gamma + \frac { K ^ { 3 } } { 2 } = 0,18a7881fb4.png
"p _ { D j } = - \left( \frac { k _ { D } z _ { j } } { z _ { 2 } - z _ { 1 } } \right) ^ { D + 1 } \frac { J _ { D } ( B _ { 1 } , B _ { 2 } ) } { 2 ^ { D - 1 } \pi ^ { D / 2 } \Gamma ( D / 2 ) } , \quad j = 1 , 2 .",4e8fdd5c55.png
S = { \frac { 1 } { 2 } } \sum _ { a = 1 } ^ { N } [ p _ { a } H _ { a } + ( E _ { a } + E _ { - a } ) { e ^ { - q _ { a } / 2 } } ] ;,72b79beec2.png
H = \frac { \displaystyle \sum _ { k = 1 } ^ { N } \left( \frac { p _ { k } ^ { 2 } } { 2 \mu _ { k } } + V _ { k } ( x _ { k } ) \right) } { \displaystyle \sum _ { k = 1 } ^ { N } c _ { k } ( x _ { k } ) },47da30c823.png
"\Psi _ { + } ^ { i } ( 0 , \tau ) = - \Psi _ { - } ^ { i } ( 0 , \tau ) ,",6ea2b23868.png
"k _ { r } = \epsilon \sqrt { f ( r , M , S ) } , \qquad \epsilon = \pm 1 ,",11848dcd76.png
"\sum _ { \sigma \in S _ { p + 1 } } \theta _ { \sigma ( i _ { 0 } ) } \theta _ { \sigma ( i _ { 1 } ) } \cdots \theta _ { \sigma ( i _ { p } ) } = 0 \; ,",165260aecf.png
"| t _ { i , j } | ^ { 2 } \leq t _ { i , i } \; t _ { j , j } , \; \; \; \; \; \; t _ { i , i } > 0 \; \; \; \forall i , j",4d731210fa.png
\varepsilon _ { 0 } ^ { \beta \rightarrow 0 } = A + B + C,2a5b25d74e.png
"d \tilde { K } _ { 7 } = - { \frac { 1 } { 2 } } K _ { 4 } { } ^ { 2 } + ( 2 \pi ) ^ { 4 } { \tilde { \beta } } ^ { \prime } { \tilde { X } } _ { 8 } \ ,",5468d5e67a.png
"\hat { \alpha } ( Q ) = \sqrt { { \frac { 3 + 4 Q ^ { 2 } } { 4 ( 1 + Q ^ { 2 } ) } } } \ ,",73335fc318.png
"f ( x ) \ast g ( x ) = \operatorname { e x p } \left. \left( \frac { i } { 2 } \theta ^ { i j } \frac { \partial } { \partial \xi ^ { i } } \frac { \partial } { \partial \zeta ^ { j } } \right) f ( x + \xi ) g ( x + \zeta ) \right| _ { \xi = \zeta = 0 } ,",454c68e7af.png
"K = \frac { \pi ^ { 2 } \Gamma ( \frac { \Delta _ { 1 } + \, \ldots \, + \Delta _ { 4 } } { 2 } - 2 ) } { 2 \Gamma ( \Delta _ { 1 } ) \ldots \Gamma ( \Delta _ { 4 } ) } \, .",1143144b64.png
"( \partial _ { \pm } X ^ { 0 } ) ^ { 2 } = R ( X ^ { 0 } ) ^ { 2 } \; ( \partial _ { \pm } X ) ^ { 2 } \, .",1e29f77052.png
"T _ { i } ( \vec { q } ) \to T ( \vec { x } , t ; \vec { q } )",464e2bd457.png
"\begin{array} { c } { a a ^ { \dagger } - q a ^ { \dagger } a = 1 , } \\ { \varphi ( n ) = \frac { q ^ { n } - 1 } { q - 1 } , } \\ \end{array}",33d0c73809.png
"\int _ { \beta \Sigma } \omega _ { i } = \int _ { C Y _ { 3 } } \omega _ { i } \wedge G \; ,",5870c85574.png
\mathcal { L } _ { N S } = e ^ { - 2 \Phi } ( - 2 R - 8 \partial _ { \mu } \Phi \partial ^ { \mu } \Phi + | H | ^ { 2 } ),680c2d13c0.png
